"idsensore","data","valore","stato","idoperatore"
"9968","2024-12-31T22:00:00.000","72.0","VA","1"
"9968","2024-12-31T23:00:00.000","76.8","VA","1"
"9968","2025-01-01T00:00:00.000","99.2","VA","1"
"9969","2024-12-31T22:00:00.000","44.9","VA","1"
"9969","2024-12-31T23:00:00.000","44.6","VA","1"
"9969","2025-01-01T00:00:00.000","49.3","VA","1"
"9971","2024-12-31T22:00:00.000","0.8","VA","1"
"9971","2024-12-31T23:00:00.000","1.0","VA","1"
"9971","2025-01-01T00:00:00.000","1.2","VA","1"
"9972","2024-12-31T22:00:00.000","16.4","VA","1"
"9972","2024-12-31T23:00:00.000","12.8","VA","1"
"9972","2025-01-01T00:00:00.000","8.8","VA","1"
"9976","2025-01-01T00:00:00.000","42","VA","1"
"9978","2025-01-01T00:00:00.000","132","VA","1"
"9983","2025-01-01T00:00:00.000","63","VA","1"
"9984","2025-01-01T00:00:00.000","77","VA","1"
"9985","2025-01-01T00:00:00.000","89","VA","1"
"9991","2024-12-31T22:00:00.000","81.6","VA","1"
"9991","2024-12-31T23:00:00.000","86.7","VA","1"
"9991","2025-01-01T00:00:00.000","86.8","VA","1"
"9993","2024-12-31T22:00:00.000","28.4","VA","1"
"9993","2024-12-31T23:00:00.000","26.2","VA","1"
"9993","2025-01-01T00:00:00.000","21.2","VA","1"
"9995","2024-12-31T22:00:00.000","0.8","VA","1"
"9995","2024-12-31T23:00:00.000","1.0","VA","1"
"9995","2025-01-01T00:00:00.000","0.9","VA","1"
"9996","2024-12-31T22:00:00.000","37.2","VA","1"
"9996","2024-12-31T23:00:00.000","45.1","VA","1"
"9996","2025-01-01T00:00:00.000","23.2","VA","1"
"9997","2024-12-31T22:00:00.000","6.5","VA","1"
"9997","2024-12-31T23:00:00.000","5.0","VA","1"
"9997","2025-01-01T00:00:00.000","6.0","VA","1"
"9999","2024-12-31T22:00:00.000","50.4","VA","1"
"9999","2024-12-31T23:00:00.000","49.0","VA","1"
"9999","2025-01-01T00:00:00.000","46.2","VA","1"
